group_name;product_id;product_name
1 Цветы срезанные;fca16e57-4943-11e8-9107-504800146e72;rosa top gear
1 Цветы срезанные;8f23c09a-6578-11e8-9ff4-34e80003fe85;rose Prince Jardinier
1 Цветы срезанные;5bee18c1-d772-11f0-0a80-0e160012bbfc;Alchemilla/ Алхемилла
1 Цветы срезанные;7fb8b0e9-d2b9-11f0-0a80-19ed001e02b9;Hasmantium/Хасмантиум
1 Цветы срезанные;66eb2113-38de-11ee-0a80-06a80016b13d;Циния / Zínnia
1 Цветы срезанные;a24a44f0-3f46-11ee-0a80-028b0020eb8f;Хелихризум / Helichrysum
1 Цветы срезанные;4075b7bd-3520-11ee-0a80-0dca0036142d;Роза Россия Талея
1 Цветы срезанные;ce996083-351e-11ee-0a80-0dca0035c5a0;Роза кустовая Пиони Баблс желтая / Rose Pioni Bubbles
1 Цветы срезанные;6b6daac1-7dc5-11f0-0a80-1736002456c2;Dahlia Yellow / Георгин Желтый
1 Цветы срезанные;dd1cb029-9a1a-11f0-0a80-1a0b00120fe7;Chrysanthemum gr Bigoudi White/ Хризантема одноголовая Бигуди Белая
1 Цветы срезанные;c80af414-cd1a-11f0-0a80-01540030a5d0;Chrysanthemum tr Baltika / Хризантема кустовая Балтика
1 Цветы срезанные/Ветки и ягоды;2ea3a890-5481-11ee-0a80-0f42001ad6ec;Кровянка
1 Цветы срезанные/Ветки и ягоды;164d5502-88ce-11e7-7a31-d0fd000a6cba;Symphoricarpos / Снежник (Снежноягодник)
1 Цветы срезанные/Ветки и ягоды;a3a233c3-4784-11f0-0a80-0620001e3ada;ветки алычи
1 Цветы срезанные/Ветки и ягоды;c974e52d-586d-11ee-0a80-113f000e2bf2;Ветки с рижки
1 Цветы срезанные/Ветки и ягоды;1e870f57-4fad-11e9-912f-f3d40004e4bb;Genista / Гениста
1 Цветы срезанные/Ветки и ягоды;2bee51ec-0500-11e8-6b01-4b1d001d1fad;Forsythia / Форзиция
1 Цветы срезанные/Ветки и ягоды;ead8fc97-f4d0-11e9-0a80-030d002c4b95;Celastrus / Целаструс
1 Цветы срезанные/Ветки и ягоды;11d5cf77-d1e1-11e8-9109-f8fc000fcc7e;Malus / Яблоня
1 Цветы срезанные/Ветки и ягоды;7fe98646-1a9c-11f0-0a80-0dbb0007cb73;Ветки яблони Россия (Высота L80) пучок
1 Цветы срезанные/Ветки и ягоды;5b91effd-d384-11ed-0a80-0c4500065122;Prunus cerasus / Прунус вишня
1 Цветы срезанные/Ветки и ягоды;cb0d0781-0fab-11f0-0a80-1103000ba1c6;Ветки сливы (пучок)
1 Цветы срезанные/Ветки и ягоды;6bdddc1c-5800-11e7-7a69-93a700186858;Rubus Chester / Малина Честер
1 Цветы срезанные/Ветки и ягоды;6be3a20d-5800-11e7-7a69-93a700186871;Spiraea Cinerea Grefsheim / Спирея Цинерея Грефшейм
1 Цветы срезанные/Ветки и ягоды;a63a93a8-3026-11e8-9109-f8fc0009a74e;Prunus / Прунус
1 Цветы срезанные/Ветки и ягоды;e69e72f2-8f01-11eb-0a80-07ce0017bc10;Branches Magnolia / Ветки Магнолии
1 Цветы срезанные/Ветки и ягоды;6be4a09c-5800-11e7-7a69-93a700186875;Spiraea Nipp Snowmound / Спирея Нипп Сноумаунд
1 Цветы срезанные/Ветки и ягоды;1525efb6-c2e0-11e7-6b01-4b1d0013bf51;Mimosa / Мимоза
1 Цветы срезанные/Ветки и ягоды;1eb12ece-5802-11e7-7a69-93a70018f6c4;Chamelaucium  / Хамелациум
1 Цветы срезанные/Ветки и ягоды;9952b9d9-df3e-11e8-9ff4-34e8000cbb9e;Sambucus / Бузина (Ягоды черные)
1 Цветы срезанные/Ветки и ягоды;abe62d2c-9e1c-11ed-0a80-0c560008fafa;Chaenomelis japonica / Ветки ханомелиса
1 Цветы срезанные/Ветки и ягоды;68afcd2b-ec2e-11ee-0a80-0e61001083c2;Exochorda / Экзохорда
1 Цветы срезанные/Ветки и ягоды;cbf8e843-b703-11ef-0a80-0da4001246a8;ветки березы
1 Цветы срезанные/Ветки и ягоды;5f3bc0e4-0976-11f0-0a80-0c3c000fcde3;Ветки айвы
1 Цветы срезанные/Ветки и ягоды;221b4f53-dbee-11f0-0a80-07f6001d8269;омела
1 Цветы срезанные/Ветки и ягоды;859d5854-68ff-11ee-0a80-02590011878c;Рицинус
1 Цветы срезанные/Еловые;2e6dc64e-36cf-11eb-0a80-05f0001408fa;Ель с шишками
1 Цветы срезанные/Еловые;5cb9d96d-e3de-11f0-0a80-17c70024bcd5;туя ( крашеная)
1 Цветы срезанные/Еловые;148fd1db-d82d-11e8-9ff4-34e8000329a6;Juniperus / Можжевельник (Кониферн)
1 Цветы срезанные/Еловые;b583d5ed-60dd-11ed-0a80-0edb000cc0fc;Cedrus / Кедр
1 Цветы срезанные/Еловые;c9f08c96-2e5d-11eb-0a80-0461000ef78e;Merezhka / Мережка
1 Цветы срезанные/Еловые;cfa91dd1-e716-11e8-9109-f8fc0002b1cd;Chamaecyparis / Кипарисовик
1 Цветы срезанные/Еловые;2f45a311-d902-11e7-7a6c-d2a9002a52bd;Pinus / Сосна (Пинус)
1 Цветы срезанные/Еловые;dd7ea718-5405-11ec-0a80-0d6300053db6;Еловые с риги
1 Цветы срезанные/Еловые;7d6e71ca-2e5e-11eb-0a80-093c000f5366;Juniperus / Можжевельник с ягодами
1 Цветы срезанные/Еловые;70d399fa-cf65-11e7-7a6c-d2a900058164;Nobilis / Пихта (Нобилис)
1 Цветы срезанные/Еловые;71f971bd-d901-11e7-7a34-5acf002f7d5d;Cupressus / Кипарис с шишками
1 Цветы срезанные/Еловые;5ce42fb6-2e5e-11eb-0a80-051f000f21d9;Cupressus / Кипарис
1 Цветы срезанные/Еловые;46795404-e17b-11e7-6b01-4b1d000647d1;Thuja / Туя
1 Цветы срезанные/Зелень;4bc22f1d-5803-11e7-7a69-93a7001940a2;Eucalyptus Populifolia / Эвкалипт Популифолия
1 Цветы срезанные/Зелень;b603d1fd-c876-11e8-9109-f8fc001adb5b;Quercus stable / Дуб стабилизированный
1 Цветы срезанные/Зелень;a3270366-963d-11e8-9107-5048001a238a;Olea / Олива
1 Цветы срезанные/Зелень;4bc0bd3f-5803-11e7-7a69-93a70019409a;Eucalyptus Nicholii / Эвкалипт Николи
1 Цветы срезанные/Зелень;4bd83eab-5803-11e7-7a69-93a7001940bf;Pistacia / Фисташка (Писташ)
1 Цветы срезанные/Зелень;153efdef-9e2c-11e9-9ff4-34e80002145d;Pieris Purity / Пиерис Пьюрити
1 Цветы срезанные/Зелень;bab6a075-f9b1-11ea-0a80-0196000beb1b;Choisya / Чойсия
1 Цветы срезанные/Зелень;70689e54-a40b-11eb-0a80-046700067fa7;Nerium Oleandr / Олеандр
1 Цветы срезанные/Зелень;4baabe2a-5803-11e7-7a69-93a700194065;Eucalyptus Cinerea / Эвкалипт Цинерея
1 Цветы срезанные/Зелень;cad43c74-9e34-11e9-9107-50480002f2cd;Cotinus Red Spirit / Скумпия (Котинус) Ред Спирит
1 Цветы срезанные/Зелень;109bcf22-9e32-11e9-9109-f8fc0002ddb4;Eucalyptus Populifolia Met Bes / Эвкалипт Популифолия Мет Бес
1 Цветы срезанные/Зелень;55c35657-9e32-11e9-9ff4-34e80002c314;Eucalyptus Robusta / Эвкалипт Робуста
1 Цветы срезанные/Зелень;4baca635-5803-11e7-7a69-93a70019406d;Cinerea Albenga Lang
1 Цветы срезанные/Зелень;f5267694-c227-11e8-9109-f8fc0002b55c;Pittosporum Tenuifolium / Питтоспорум Тенуйфолиум
1 Цветы срезанные/Зелень;4babc037-5803-11e7-7a69-93a700194069;pittosporum tenuifoglia
1 Цветы срезанные/Зелень;7649bb93-9e36-11e9-9ff4-34e800033936;Cotinus Magical Green Fountain / Скумпия (Котинус) Мэджикал Грин Фонтайн
1 Цветы срезанные/Зелень;4bade604-5803-11e7-7a69-93a700194071;Cotinus Royal Purple / Скумпия (Котинус) Роял Перпл
1 Цветы срезанные/Зелень;1f18e788-c16c-11e8-9ff4-34e8002facae;Eucalyptus Globulus / Эвкалипт Глобулюс
1 Цветы срезанные/Зелень;2c808a28-077c-11ea-0a80-05d8000ec4d0;Photinia / Фотиния
1 Цветы срезанные/Зелень;d7340e45-4f6c-11e7-7a69-9711000b4c09;Eucalyptus baby blue
1 Цветы срезанные/Зелень;4bbdbc2e-5803-11e7-7a69-93a70019408a;Asparagus Umbellatus / Аспарагус Умбелатус
1 Цветы срезанные/Зелень;4bbb27ff-5803-11e7-7a69-93a70019407e;Asparagus Densiflorus Cwebe / Аспарагус Денсифлорус Квебе
1 Цветы срезанные/Зелень;d03160e9-a100-11e7-7a31-d0fd00098c74;Kochia / Кохия
1 Цветы срезанные/Зелень;b50bae49-6311-11e7-7a34-5acf001e7f91;Leaf leather fern vacuum
1 Цветы срезанные/Зелень;52155977-e716-11e8-9107-504800025629;Pínus
1 Цветы срезанные/Зелень;d914775f-95aa-11e9-9109-f8fc0010953e;Beargrass / Берграс
1 Цветы срезанные/Зелень;91b1945d-b407-11e7-7a6c-d2a9000d0241;Senecio
1 Цветы срезанные/Зелень;33e49b95-2f39-11e8-9109-f8fc0001852d;Mirthe
1 Цветы срезанные/Зелень;1c7d8f06-6110-11ee-0a80-042300358a64;Physocarpus / Пузыреплодник
1 Цветы срезанные/Зелень;cbadf3bb-f9ef-11e8-912f-f3d400019f99;Araucaria / Араукария
1 Цветы срезанные/Зелень;c9dead84-b1e5-11e9-9ff4-3150002052dd;Lucky Bamboo / Бамбук Лаки (спираль)
1 Цветы срезанные/Зелень;1d8d15a1-8f12-11e7-6b01-4b1d00093c92;Buxus / Самшит (Буксус)
1 Цветы срезанные/Зелень;c97005dc-2ed4-11e9-9107-50480008aa0f;Ilex Blue Prince / Илекс Блю Принц
1 Цветы срезанные/Зелень;cb89ca6c-aeb7-11e8-9ff4-31500015420c;Ledervaren / Папоротник
1 Цветы срезанные/Зелень;e54fbc31-b1d5-11e8-9109-f8fc0007d64b;Myrtus / Мирт
1 Цветы срезанные/Зелень;df82de9c-9e3e-11e9-9ff4-34e800042198;Leucothoe Zeblid / Леукотэ (Леукотой) Зеблид
1 Цветы срезанные/Зелень;135735a3-d874-11e9-0a80-01d10007f9ca;Acacia / Акация
1 Цветы срезанные/Зелень;3a57963a-f996-11ea-0a80-093400079cac;Leucothoe / Леукотоэ
1 Цветы срезанные/Зелень;4baf0299-5803-11e7-7a69-93a700194075;Cotinus Young Lady / Скумпия (Котинус) Янг Леди
1 Цветы срезанные/Зелень;4bba3eaa-5803-11e7-7a69-93a70019407a;Fatsia (Aralia) / Фатсия (Аралия)
1 Цветы срезанные/Зелень;4bbce9ca-5803-11e7-7a69-93a700194086;Asparagus Setaceus / Аспарагус Сетацеус
1 Цветы срезанные/Зелень;4bc001d8-5803-11e7-7a69-93a700194096;Leaf eucalyptus cinerea
1 Цветы срезанные/Зелень;4bbf3c2c-5803-11e7-7a69-93a700194092;Eucalyptus Baby Blue / Эвкалипт Беби Блю
1 Цветы срезанные/Зелень;4bc16dce-5803-11e7-7a69-93a70019409e;Eucalyptus Parvifolia / Эвкалипт Парвифолия
1 Цветы срезанные/Зелень;4bd78229-5803-11e7-7a69-93a7001940bb;Pieris Cupido / Пиерис Купидо
1 Цветы срезанные/Зелень;4bd6c96b-5803-11e7-7a69-93a7001940b7;Eucalyptus Parvifolia / Эвкалипт Парвифолия
1 Цветы срезанные/Зелень;695ab335-6d02-11eb-0a80-007800055444;Euonymus / Бересклет
1 Цветы срезанные/Зелень;140a1997-f832-11e7-7a6c-d2a90022ef6c;Gaultheria / Гаультерия (Салал)
1 Цветы срезанные/Зелень;4bd544aa-5803-11e7-7a69-93a7001940af;Philodendron / Филодендрон листья
1 Цветы срезанные/Зелень;c3ae3b61-3026-11e8-9109-f8fc0009a881;Ruscus Klein Blad / Рускус (Иглица) итальянский Клейн Блад
1 Цветы срезанные/Зелень;309bbafa-70c7-11e9-9107-504800359f17;Panicum / Паникум
1 Цветы срезанные/Зелень;6c68cab8-f36f-11ea-0a80-0051000d3f25;Nicandra / Никандра
1 Цветы срезанные/Зелень;0d307128-01ba-11e8-7a34-5acf0006cc3d;Myrica / Мирика (Восковница, восковник)
1 Цветы срезанные/Зелень;2311b05e-e0c3-11e7-6b01-4b1d000a0819;robusta
1 Цветы срезанные/Зелень;139d5c82-2a9d-11ed-0a80-07800006fd29;Palma / Пальма
1 Цветы срезанные/Зелень;36af2d60-79a5-11ea-0a80-01980007bcd6;Phoenix Roebelenii / Финик Робелини
1 Цветы срезанные/Зелень;4bd46c07-5803-11e7-7a69-93a7001940ab;Monstera  / Монстера листья
1 Цветы срезанные/Зелень;5dbefc8f-9e34-11e9-9ff4-34e80002dc24;Cotinus Magical Red Fountain / Скумпия (Котинус) Мэджикал Ред Фонтайн
1 Цветы срезанные/Зелень;6cb33584-9e34-11e9-9ff4-34e80002ddd4;Cotinus Magical Torch / Скумпия (Котинус) Мэджикал Торч
1 Цветы срезанные/Зелень;a3ff3ba2-5421-11ec-0a80-0586000ce614;Leucadendron / Леукодендрон
1 Цветы срезанные/Зелень;bace0dad-e0a2-11eb-0a80-0030000b16f8;Green Bell / Грин Белл (Тласпи)
1 Цветы срезанные/Зелень;c817cea2-028c-11e8-7a6c-d2a900196c40;Muscus / Мох
1 Цветы срезанные/Зелень;81927695-b598-11e8-9ff4-34e80002e379;Aspidistra / Аспидистра
1 Цветы срезанные/Зелень;d34169e3-ea6a-11e9-0a80-0048000f1720;Quercus / Дуб листья
1 Цветы срезанные/Зелень;f5d800ae-e61f-11e7-7a31-d0fd0003bc19;Magnolia / Магнолия листья
1 Цветы срезанные/Зелень;8afd9f6f-a358-11e7-7a6c-d2a90003640e;Ruscus Groot Blad / Рускус (Иглица) Грот Блад
1 Цветы срезанные/Зелень;8c947ca6-bda1-11e8-9ff4-34e80007dbaf;Leucothoe Makijaz / Леукотэ (Леукотой) Макияж
1 Цветы срезанные/Зелень;a410783d-9e31-11e9-912f-f3d40002cbe2;Eucalyptus Cinerea Red United / Эвкалипт Цинерея Ред Юнайтед
1 Цветы срезанные/Зелень;a781d863-4f6c-11e7-7a6c-d2a9001782df;Pittosporum nevato
1 Цветы срезанные/Зелень;ac95e437-068e-11e8-7a31-d0fd001fbe7b;Dracaena / Драцена
1 Цветы срезанные/Зелень;afd6d9e2-e17a-11e7-7a31-d0fd00060ea3;Eucalyptus Coloured / Эвкалипт крашенный
1 Цветы срезанные/Зелень;d8cdef09-4957-11e8-9ff4-34e800177d12;Pittosporum Silver Queen / Питтоспорум Сильвер Квин
1 Цветы срезанные/Зелень;38ce0957-8a34-11e7-7a31-d0fd000ff8c8;Pittosporum Ralphie / Питтоспорум Ральфи
1 Цветы срезанные/Зелень;4bd61361-5803-11e7-7a69-93a7001940b3;Pittosporum Nevato / Питтоспорум Невато
1 Цветы срезанные/Зелень;4bd8f44b-5803-11e7-7a69-93a7001940c3;Pittosporum Nigra / Питтоспорум Нигра
1 Цветы срезанные/Зелень;3817db8d-9e32-11e9-9ff4-34e800029d96;Eucalyptus Tetragona / Эвкалипт Тетрагона
1 Цветы срезанные/Зелень;5d2c3c66-9e31-11e9-9107-504800032d3d;Eucalyptus Robusta fruit kleurbehandeld / Эвкалипт Робуста крашенный
1 Цветы срезанные/Зелень;8b304cee-9e32-11e9-9107-5048000357c0;Eucalyptus Gunnii / Эвкалипт Гунни
1 Цветы срезанные/Зелень;c552b19e-9e2f-11e9-9109-f8fc00027c31;Eucalyptus Gomphocephale Ball / Эвкалипт Гомпоцефали Бол
1 Цветы срезанные/Зелень;371407e8-9e31-11e9-9ff4-34e80002855b;Eucalyptus Polyanthemos kleurbehandeld / Эвкалипт Полянтемос крашенный
1 Цветы срезанные/Зелень;8f3a413f-9e30-11e9-9ff4-31500002a8d1;Eucalyptus Exotica / Эвкалипт Экзотика
1 Цветы срезанные/Зелень;8ada2381-f550-11ed-0a80-0e2b001aa56e;Ligustrum/Бирючина
1 Цветы срезанные/Зелень;0b1804df-55e3-11ed-0a80-0f95000c5ab1;Fagus / Бук листья
1 Цветы срезанные/Зелень;fd39d265-eb47-11ed-0a80-00cb0084aa84;Eucalyptus popolus / Эвкалипт Пополюс
1 Цветы срезанные/Зелень;04509a45-aea5-11ec-0a80-0b870045b380;Cotoneáster / Кизильник
1 Цветы срезанные/Зелень;8b8c5eab-8020-11e8-9109-f8fc000220d2;Rubus / Малина лист
1 Цветы срезанные/Зелень;f3f3db1a-4fa2-11e8-9107-50480009a906;Senecio cineraria Silver Dust / Сенецио цинерария Сильвер Даст
1 Цветы срезанные/Зелень;cbd9b9b6-94d4-11e9-9107-5048000c9cce;Strelitzia / Стрелитция лист
1 Цветы срезанные/Зелень;602dcad5-4f6d-11e7-7a34-5acf00171c06;Senecio new look
1 Цветы срезанные/Зелень;0fc34fd6-5a5e-11f0-0a80-0dc8001efc3d;Флебодиум/зелень
1 Цветы срезанные/Зелень;3f221316-8448-11e9-9ff4-3150000b9a9f;Рускус итальянский белый
1 Цветы срезанные/Зелень;ac4fa6e7-0cb2-11ed-0a80-0f1700065162;Trifоlium / Клевер
1 Цветы срезанные/Зелень;4bede643-5803-11e7-7a69-93a7001940c8;Stachys Silver Finch / Стахис (Чистец) Сильвер Финч
1 Цветы срезанные/Зелень;130c2de4-f12e-11eb-0a80-06b1000d4224;Viburnum / Калина лист
1 Цветы срезанные/Зелень;19dbb729-6983-11e9-9107-5048001b64fc;Senecio cineraria Silver Dust / Сенецио Сильвер Даст
1 Цветы срезанные/Зелень;2e188e66-36b0-11e9-9109-f8fc00129a27;Зелень микс
1 Цветы срезанные/Зелень;79d69033-8f12-11e7-6b01-4b1d0009475d;Skimmia / Скиммия
1 Цветы срезанные/Зелень;91db2fbc-b59a-11e8-9ff4-34e80003497f;Snakegrass / Снейкграсс
1 Цветы срезанные/Зелень;8897e27c-323d-11f0-0a80-161e001ed2c6;Мята
1 Цветы срезанные/Зелень;0577110c-3248-11f0-0a80-00db00206974;Цинара / Cynara Scolymus
1 Цветы срезанные/Зелень;3ab9c908-813c-11e9-912f-f3d400069de5;Vacimum / Черничник
1 Цветы срезанные/Зелень;4a420e58-3203-11ee-0a80-13980027186d;Чернополодник
1 Цветы срезанные/Прочие срезанные цветы;b6a537d3-068e-11e8-6b01-4b1d001e99f8;Ananas / Ананас
1 Цветы срезанные/Прочие срезанные цветы;5e3387b7-b5a4-11e7-6b01-4b1d000e00f1;Anthurium / Антуриум
1 Цветы срезанные/Прочие срезанные цветы;1a647610-1ba0-11ed-0a80-0244001e1d75;Artemísia / Полынь
1 Цветы срезанные/Прочие срезанные цветы;7cddf825-ea35-11e8-9ff4-3150000cc4b5;Grevillea / Гревиллея
1 Цветы срезанные/Прочие срезанные цветы;bcb07346-9592-11e8-9ff4-34e80013694c;Cosmos / Космея (Космос)
1 Цветы срезанные/Прочие срезанные цветы;1c3c4740-17d8-11e8-9107-504800150e7d;Galanthus / Подснежник
1 Цветы срезанные/Прочие срезанные цветы;e514b3e6-acef-11e8-9ff4-34e800024261;Crataegus / Боярышник (Ягоды красные)
1 Цветы срезанные/Прочие срезанные цветы;7c10900c-916a-11e7-7a31-d0fd0027cdf8;Brunia / Бруния
1 Цветы срезанные/Прочие срезанные цветы;7a7187cc-7373-11e7-7a69-97110002f282;Asclepias Cinderella / Асклепиас Синдерелла
1 Цветы срезанные/Прочие срезанные цветы;2c0906cf-a83c-11e8-9ff4-3150001f94db;Capsicum / Перец стручковый
1 Цветы срезанные/Прочие срезанные цветы;6ecf16f2-5b45-11e8-9107-5048000f4e92;Bouvardia / Бувардия
1 Цветы срезанные/Прочие срезанные цветы;afb0f58a-73b6-11e8-9ff4-34e80007ed5f;Campanula Pink / Кампанула (Колокольчик) пинк
1 Цветы срезанные/Прочие срезанные цветы;91970be8-8eaa-11e9-9ff4-34e80007c03a;Campanula Blue / Кампанула (Колокольчик) блю
1 Цветы срезанные/Прочие срезанные цветы;a347b9a3-8784-11e9-9107-504800112128;Bupleurum / Буплерум
1 Цветы срезанные/Прочие срезанные цветы;15089258-a101-11e7-7a69-8f550004b875;Eryngium / Эрингиум (Синеголовник)
1 Цветы срезанные/Прочие срезанные цветы;2586f11e-94d3-11e9-9ff4-34e8000d3a2d;Banksia / Банксия
1 Цветы срезанные/Прочие срезанные цветы;4e4030e8-3a63-11e8-9109-f8fc0003b33a;Fritillaria Ivory Bells / Рябчик (Фритилярия) Айвори Белз, зеленая
1 Цветы срезанные/Прочие срезанные цветы;4caeb32e-9172-11e8-9ff4-34e80002caeb;Gentiana / Горечавка
1 Цветы срезанные/Прочие срезанные цветы;42b977ee-5b45-11e8-9107-5048000fce21;Achillea / Тысячелистник
1 Цветы срезанные/Прочие срезанные цветы;5fd6d8d6-2a07-11ed-0a80-00b000135595;Erémurus / Эремурус
1 Цветы срезанные/Прочие срезанные цветы;ae7784b6-9168-11e7-7a6c-d2a90027e426;Echeveria / Эхеверия (Эчеверия)
1 Цветы срезанные/Прочие срезанные цветы;2c5b7c7a-6289-11e8-9107-50480023dc7f;Antirrhinum / Антирринум (Львиный зев)
1 Цветы срезанные/Прочие срезанные цветы;73030335-93af-11e7-7a6c-d2a9001660b2;Gentiana / Горечавка (Гентиана)
1 Цветы срезанные/Прочие срезанные цветы;6bad3eb9-5800-11e7-7a69-93a7001867dc;Ammi Visnaga / Амми Виснага
1 Цветы срезанные/Прочие срезанные цветы;3a5ae43a-01b9-11e8-7a6c-d2a90006ba0b;Cynara / Артишок
1 Цветы срезанные/Прочие срезанные цветы;491a5ebf-e096-11ea-0a80-06f80035f95d;Crocosmia \ Монтбреция (крокосмия)
1 Цветы срезанные/Прочие срезанные цветы;ae2df467-95b8-11ea-0a80-004400038529;Brodiaea / Трителия, Бродиэя
1 Цветы срезанные/Прочие срезанные цветы;b7a60e85-9170-11e8-9107-504800026c69;Bupleurum / Буплерум
1 Цветы срезанные/Прочие срезанные цветы;59925be6-6321-11e8-9109-f8fc000506f5;Convallaria / Ландыш
1 Цветы срезанные/Прочие срезанные цветы;15820ab5-7374-11e7-7a31-d0fd000623ca;Eupatorium / Посконник (Евпаториум)
1 Цветы срезанные/Прочие срезанные цветы;4b88d346-6297-11e9-9ff4-34e800065d6d;Cirsium / Цирсиум (Бодяк)
1 Цветы срезанные/Прочие срезанные цветы;4cf3bd4a-5aa4-11e8-9ff4-34e8000a073a;Euphorbia / Молочай
1 Цветы срезанные/Прочие срезанные цветы;1f03400d-d8bb-11ea-0a80-04b8000becd6;Eucomis / Эукомис
1 Цветы срезанные/Прочие срезанные цветы;1eaf8292-5802-11e7-7a69-93a70018f6c0;Celosia / Целозия
1 Цветы срезанные/Прочие срезанные цветы;ed849c05-e05e-11ea-0a80-0573002bfdf5;Gloriosa \ Глориоза
1 Цветы срезанные/Прочие срезанные цветы;ef1dc5b3-88d2-11e7-7a34-5acf000b0329;Aster / Астра
1 Цветы срезанные/Прочие срезанные цветы;6b8626db-5800-11e7-7a69-93a7001867d1;Ammi Vis Casablanca / Амми Вис Касабланка
1 Цветы срезанные/Прочие срезанные цветы;09076931-8909-11e8-9ff4-34e8002d5c92;Allium / Лук, аллиум
1 Цветы срезанные/Прочие срезанные цветы;2a770b70-ad1c-11e9-912f-f3d40002443c;Gerbera / Гербера
1 Цветы срезанные/Прочие срезанные цветы;6bc4bd39-5800-11e7-7a69-93a7001867fa;Clematis Star River / Клематис Стар Ривер
1 Цветы срезанные/Прочие срезанные цветы;74344e06-8eaa-11e9-912f-f3d400080e05;Campanula White / Кампанула (Колокольчик) вайт
1 Цветы срезанные/Прочие срезанные цветы;b9d67760-7a78-11eb-0a80-0666002d4c88;Craspedia Paintball Globe / Краспедия Пейнтбол Глоуб крупная
1 Цветы срезанные/Прочие срезанные цветы;64bf7b38-72a1-11eb-0a80-07ad000a4aca;Germini / Гермини
1 Цветы срезанные/Прочие срезанные цветы;831b9b70-c70a-11e8-9ff4-34e800084790;Echinops / Мордовник (Эхинопс)
1 Цветы срезанные/Прочие срезанные цветы;3b2c61bd-251f-11ed-0a80-0b9000095569;Anigozanthos / Анигозантус
1 Цветы срезанные/Прочие срезанные цветы;693204b7-a80e-11eb-0a80-00ec00096c36;Fritillaria per ivory bells / Фритиллярия Пё Авори Белс (зеленая)
1 Цветы срезанные/Прочие срезанные цветы;6bcb952e-5800-11e7-7a69-93a700186803;Ammi Дara / Амми Дара темный
1 Цветы срезанные/Прочие срезанные цветы;9cd2b066-7ab0-11e7-7a69-8f55000fefab;Convallaria white / Ландыш белый
1 Цветы срезанные/Прочие срезанные цветы;9791edb9-7678-11eb-0a80-08340042f151;Fritillaria Aurora  / Фритиллярия Аврора рыжий
1 Цветы срезанные/Прочие срезанные цветы;a2690afc-a7f8-11eb-0a80-00ec00050e9a;Chaenoméles / Хеноме́лес
1 Цветы срезанные/Прочие срезанные цветы;a9401a21-b406-11e7-7a69-8f550006a2e0;Crocosmia / Крокосмия
1 Цветы срезанные/Прочие срезанные цветы;b2b89f20-d315-11ea-0a80-051700154c67;Aster / Астера
1 Цветы срезанные/Прочие срезанные цветы;1d465c3a-0f16-11ec-0a80-030f00373315;Agapanthus umbellatus / Агапантус зонтичный (умбелатус)
1 Цветы срезанные/Прочие срезанные цветы;e19bd45b-f052-11eb-0a80-0d16001d6e7d;Centaurеa / Василёк
1 Цветы срезанные/Прочие срезанные цветы;e1e440af-c72e-11e9-9109-f8fc001244a3;Gypsophila / Гипсофила белая
1 Цветы срезанные/Прочие срезанные цветы;772ba7c4-d3a0-11ed-0a80-0625000cdcb9;Gypsophila / Гипсофила радужная
1 Цветы срезанные/Прочие срезанные цветы;e1e59913-8f10-11e7-7a34-5acf00094115;Callistephus Mats Apricot / Астра Матс Априкот
1 Цветы срезанные/Прочие срезанные цветы;e50f4253-6a86-11ea-0a80-05a50003e11e;Clarika \ Кларика
1 Цветы срезанные/Прочие срезанные цветы;eb0871d7-f70e-11e9-0a80-05800005d37b;Carthamus / Чертополох
1 Цветы срезанные/Прочие срезанные цветы;6070bfe2-9c59-11e7-7a31-d0fd001734f7;Brassica / Брассика, Капуста декоративная
1 Цветы срезанные/Прочие срезанные цветы;0da848c2-f35d-11eb-0a80-037d00269ddb;Gomfrena Haageana / Гомфрена Хааге
1 Цветы срезанные/Прочие срезанные цветы;1ac152d9-93c8-11ec-0a80-072a000b7778;Gypsophila Colour / Гипсофила Цветная
1 Цветы срезанные/Прочие срезанные цветы;1eae42f2-5802-11e7-7a69-93a70018f6bb;Alstromeria / Альстромерия
1 Цветы срезанные/Прочие срезанные цветы;1eb1f676-5802-11e7-7a69-93a70018f6c8;Chamelaucium Dancing Queen / Хамелациум Денсинг Квин
1 Цветы срезанные/Прочие срезанные цветы;1eb2b6ff-5802-11e7-7a69-93a70018f6cc;Chamelaucium Ivory Pearl / Хамелациум Айвори Перл
1 Цветы срезанные/Прочие срезанные цветы;1ececf60-5802-11e7-7a69-93a70018f6d3;Chamelaucium Maya / Хамелациум Майя
1 Цветы срезанные/Прочие срезанные цветы;1ecf9013-5802-11e7-7a69-93a70018f6d7;Chamelaucium My Sweet Sixteen / Хамелациум Май Свит Сикстин
1 Цветы срезанные/Прочие срезанные цветы;1ed05910-5802-11e7-7a69-93a70018f6db;Chamelaucium Hot Pink / Хамелациум Хот Пинк
1 Цветы срезанные/Прочие срезанные цветы;2d9c5bef-8be8-11e7-6b01-4b1d002771b6;Alstromeria Primadonna / Альстромерия Примадона
1 Цветы срезанные/Прочие срезанные цветы;1ed79608-5802-11e7-7a69-93a70018f6ff;Fritillaria Meleagris / Рябчик (фритилярия) шахматный
1 Цветы срезанные/Прочие срезанные цветы;6416da6c-9c58-11e7-7a34-5acf00166575;Alstromeria Rome / Альстромерия Рим
