group_name;product_id;product_name;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Ranunculus #/ Ранункулюс;1010733;Ranunculus Elegance Yellow / Ранункулюс Элеганс Елоу желтый;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Ranunculus #/ Ранункулюс;1010732;Ranunculus Aazur Black / Ранункулюс Аазур Блэк чреный;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Ranunculus #/ Ранункулюс;100062;Ranunculus Soleil Orange / Ранункулюс Солей Орандж рыжий;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Ranunculus #/ Ранункулюс;800000124;Ranunculus Light Pink / Ранункулюс Лайт Пинк холодно-розовый;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Ranunculus #/ Ранункулюс;8000001028;Ранункулюс Ферма;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100824;Rose gr Sabrina / Роза одноголовая садовая Сабрина;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100311;Rose gr Tiara / Роза одноголовая садовая Тиара;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100514;Rose gr Sunset / Роза одноголовая садовая Сансет;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100817;Rose gr Princess Charlene / Роза одноголовая садовая Принцесса Шарлин;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100815;Rose gr Angel's Pillow / Роза одноголовая садовая Энджелс Пилоу;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100747;Rose gr Lavender Bouquet / Роза одноголовая садовая Лавендер Букет;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100830;Rose gr Yves Piaget / Роза одноголовая садовая Ив Пьяже;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100839;Rose gr Hiyoli / Роза одноголовая садовая Хиёли;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100836;Rose gr Princess Kishi (Long And Happy Life) / Роза одноголовая садовая Принцесса Киши (Лонг энд Хэппи Лайф);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100600;Rose gr Precious Moments / Роза одноголовая садовая Прешез Моментс;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100825;Rose gr Fiction / Роза одноголовая садовая Фикшн;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100821;Rose gr Romantic Antike / Роза одноголовая садовая Романтик Антик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100822;Rose gr Loves Me (Just a Little Bit More) / Роза одноголовая садовая Лавз Ми (Джаст э Литл Бит Мо);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100141;Rose gr Baronesse / Роза одноголовая садовая Баронесса;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100818;Rose gr Ashley / Роза одноголовая садовая Эшли;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100816;Rose gr Apricot Swirl / Роза одноголовая садовая Эприкот Свирл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100813;Rose gr Mayra's White / Роза одноголовая садовая Майрас Вайт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100832;Rose gr Mayra's Bridal Pink / Роза одноголовая садовая Майрас Брайдал Пинк;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100057;Rose gr Pink O'Hara (Ohara) / Роза одноголовая садовая Пинк Охара;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100833;Rose gr Princess Aiko (Beloved) / Роза одноголовая садовая Принцесса Айко (Билавд);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100826;Rose gr Free Spirit / Роза одноголовая садовая Фри Спирит;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100828;Rose gr Vitality / Роза одноголовая садовая Виталити;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100399;Rose gr Tsumugi / Роза одноголовая садовая Цумуги;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100819;Rose gr Pink Piano / Роза одноголовая садовая Пинк Пиано;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100827;Rose gr Golden Mustard / Роза одноголовая садовая Голден Мастард;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100835;Rose gr Princess Hitomi (Beautiful History) / Роза одноголовая садовая Принцесса Хитоми (Бьютифул Хистори);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100058;Rose gr Princess Miyuki (First Snow) / Роза одноголовая садовая Принцесса Миюки (Ферст Сноу));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;800000032;Rose gr Princess Kaori / Роза одноголовая садовая Принцесса Каори;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100089;Rose gr White O'Hara (Ohara) / Роза одноголовая садовая Вайт Охара;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100829;Rose gr Lemon Pompon / Роза одноголовая садовая Лимон Помпон;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100841;Rose gr Misaki / Роза одноголовая садовая Мисаки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100820;Rose gr Bridal Piano / Роза одноголовая садовая Брайдал Пиано;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100814;Rose gr Amnesia / Роза одноголовая садовая Амнезия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100834;Rose gr Princess Meiko (Prosperous) / Роза одноголовая садовая Принцесса Мейко (Праспэрэс);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100509;Rose gr Alabaster / Роза одноголовая садовая Алабастер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100056;Rose gr Piano / Роза одноголовая садовая Пиано;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100842;Rose gr Shilabe / Роза одноголовая садовая Шилабе;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100840;Rose gr Senlitsu / Роза одноголовая садовая Сэнлитцу;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100823;Rose gr Catalina / Роза одноголовая садовая Каталина;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100837;Rose gr Princess Sakura (Cherry Blossom) / Роза одноголовая садовая Принцесса Сакура (Чери Блоссом);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100772;Rose gr White Cloud / Роза одноголовая садовая Вайт Клауд;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100014;Rose gr Mayra's Rose / Роза одноголовая садовая Майрас Роуз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100770;Rose gr Princess Maya (Night Rain) / Роза одноголовая садовая Принцесса Майя (Найт Рэйн);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;8000000380;ahley/ роза эшли;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100088;Rose gr Wanted / Роза одноголовая садовая Вонтид;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100512;Rose gr Caramel Antike / Роза одноголовая садовая Карамель Антик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100838;Rose gr Princess Suki (Loved One) / Роза одноголовая садовая Принцесса Суки (Лавд Уан);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;800000033;Rose gr Loves Me Just a Little Bit More/ Роза одноголовая Лавс Ми;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100379;Rose gr Miyabi / Роза одноголовая садовая Мияби;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;100831;Rose gr Mariatheresia / Роза одноголовая садовая Мария Тереза;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr Alexandra Farms #/ Роза одноголовая садовая Александра Фармс;8000001021;Rose gr Hettie / Роза пионовидная Хетти;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100759;Rose gr David Austin Constance / Роза одноголовая садовая Дэвида Остина Констанс;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100812;Rose gr David Austin Ella / Роза одноголовая садовая Дэвида Остина Элла;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100225;Rose gr David Austin Juliet / Роза одноголовая садовая Дэвида Остина Джульетта;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100809;Rose gr David Austin Charity / Роза одноголовая садовая Дэвида Остина Чарити;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100806;Rose gr David Austin Miranda / Роза одноголовая садовая Дэвида Остина Миранда;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100213;Rose gr David Austin Kate / Роза одноголовая садовая Дэвида Остина Кейт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100808;Rose gr David Austin Edith / Роза одноголовая садовая Дэвида Остина Эдит;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100804;Rose gr David Austin Eugenie / Роза одноголовая садовая Дэвида Остина Евгения;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100807;Rose gr David Austin Capability / Роза одноголовая садовая Дэвида Остина Капабилити;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100317;Rose gr David Austin Keira / Роза одноголовая садовая Дэвида Остина Кейра;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100226;Rose gr David Austin Darcey / Роза одноголовая садовая Дэвида Остина Дарси;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Цветы срезанные/Rose gr David Austin #/ Роза одноголовая садовая Дэвида Остина;100810;Rose gr David Austin Effie / Роза одноголовая садовая Дэвида Остина Эффи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
